image,milliseconds
extra_i27_jpg.rf.beeb2f6359c0fae50b1962e4239e6292_bright.jpg,65.89023400010774
aug_N-171-_jpg.rf.9eab554ac2219bd2ed4d71a9a85b7d45_flip.jpg,15.0482689969067
extra_aug_0_C-178-_jpg.rf.0364a173794d91d808e60d985663230b_flip.jpg,13.164668998797424
extra_aug_1_190_H-190-_jpg.rf.054592fdeb4ad2e5c9159339b2a6e0b3_contrast.jpg,13.708954000321683
aug_aug_1_B-55-_jpg.rf.7eea05f5aa94141070fcf7068c07c3d3_bright.jpg,14.065887000469957
extra_aug_0_S-31-_jpg.rf.4ec7d25362bfd48fc25f3f6ef2fb8a95_flip.jpg,14.405931000510463
aug_aug_1_C-180-_jpg.rf.fa440f9839e081015ed1912f8d0e1f7a_flip.jpg,13.875580996682402
extra_aug_1_263_aug_1_N-129-_jpg.rf.fea7463d322843bdea2b368c99add4af_orig.jpg,14.954579000914237
extra_B-134-_jpg.rf.668aa6701ef23f8af7c0c4d20575f04c_orig.jpg,13.975689998915186
aug_aug_0_N-33-_jpg.rf.11cee42d8e6b548bf2f42a01c400c6f4_flip.jpg,13.388094001129502
extra_C-84-_jpg.rf.d5f6789f2b4302f0d8b8a674d6671c5d_bright.jpg,14.002296000398928
aug_aug_1_602_aug_1_C-100-_jpg.rf.657a22c2c02d0d55a66b5fece08a2ed7_flip.jpg,14.511581000988372
extra_aug_0_S-124_jpg.rf.4aa44603395ed6d68610a568500858be_bright.jpg,14.185730000463082
aug_aug_1_15_i18_jpg.rf.9a548b00ea2d1d0b9219486eb2b4137e_orig.jpg,77.85967399831861
extra_B-192-_jpg.rf.8ff924c8945d8614e95d6a346a3d6395_orig.jpg,14.164388001518091
extra_aug_1_650_C-184-_jpg.rf.ef55db8bdbf7153946bb0a1862904fb7_bright.jpg,13.1475189991761
extra_aug_0_N-162-_jpg.rf.f7f69a04755dae0350d41603320476dc_bright.jpg,14.330358997540316
aug_aug_1_N-50-_jpg.rf.874ce5a5ad2e5106d768b4b8b3b51069_bright.jpg,14.738419999048347
extra_aug_1_180_aug_0_H-90-_jpg.rf.2f64d28af7e281b19474cc0ec419e985_flip.jpg,14.383476998773403
aug_aug_1_H-13-_jpg.rf.5958ef5bd18d872f667a0737e7771be6_bright.jpg,13.366701001359615
aug_aug_1_731_S-165-_jpg.rf.3f12222fab7a6b7419a71311f898b2e6_contrast.jpg,13.212416000897065
aug_aug_0_B-193-_jpg.rf.f03991dff870cc22c783284e32374409_contrast.jpg,14.083011999900918
aug_aug_1_101_aug_0_N-28-_jpg.rf.0f61fc5bff92de7aab9efb4a45fa8731_bright.jpg,13.782723002805142
extra_aug_1_B-195-_jpg.rf.2e426aa52c06666584edb19f9b04bbab_bright.jpg,13.84827500078245
aug_aug_0_RF-189-_jpg.rf.ed00a922980a78dc8e0201cb1b079b56_contrast.jpg,13.335813000594499
RF-152-_jpg.rf.3a35d26cdbc873421c2e5de29ebd9371.jpg,13.002203002542956
aug_1_RF-49-_jpg.rf.cb480b522072f5f25e6e7ee8f3a17467.jpg,12.921907000418287
aug_RF-167-_jpg.rf.ed6b62947fa45e3f34671e5c422bdcd2_orig.jpg,12.530412001069635
extra_aug_0_N-73-_jpg.rf.646e4776dc525ca81999d53c3dc34ab0_flip.jpg,13.061728997854516
extra_aug_1_i16_jpg.rf.9829d43f326f55f32a60a391daa27045_contrast.jpg,62.167972999304766
extra_RF-164-_jpg.rf.725d3c583917ae9edb52f48236bbb6ee_flip.jpg,12.830553998355754
aug_aug_1_B-67-_jpg.rf.3d7a4d60e6a4c82ec48177557349b7ba_contrast.jpg,11.671559001115384
extra_aug_1_669_N-20-_jpg.rf.0205077e7c5ca5d1a870ab990f194edf_bright.jpg,12.18213299944182
aug_aug_1_RF-77-_jpg.rf.c5268c1a96f221fc4e366d98177a4df6_flip.jpg,12.284576998354169
aug_aug_1_H-99-_jpg.rf.454b4626c0d95660c0045b41834fed3f_bright.jpg,13.039973000559257
aug_aug_1_399_S-90-_jpg.rf.ccc69ec5d9834091a17a39d6c08903a1_bright.jpg,13.060240002232604
aug_aug_0_B-169-_jpg.rf.a8078217164553b0a3e8b28e0474087e_flip.jpg,13.221934001194313
aug_aug_0_RF-118-_jpg.rf.f5bf5db81a530c25e48b1a63f098e302_bright.jpg,12.842197000281885
extra_aug_1_15_i18_jpg.rf.9a548b00ea2d1d0b9219486eb2b4137e_orig.jpg,74.3739520003146
aug_aug_1_H-43-_jpg.rf.b07fe5775793e39f5a956eb8ae4469bc_contrast.jpg,13.259151997772278
aug_aug_1_C-153-_jpg.rf.a95c23b3b64511ebe7b4660e9c4d09a1_orig.jpg,12.166186003014445
aug_aug_1_RF-14-_jpg.rf.02919ec00c28cb27aab1bf5a25bfdd80_bright.jpg,12.435335000191117
extra_aug_1_498_i26_jpg.rf.7d3a417976c18d972db81b79d61855ae_contrast.jpg,64.28374800088932
